variant,item_id,subject,difficulty,question,answer,prediction_initial,confidence_initial,prediction_final,confidence_final,outcome,revision_action,citation_score_initial,fact_score_initial,citation_score_final,fact_score_final,hallucination,abstention,overconfident_error,unsupported_citation,misinformation_event,self_corrected
rag_only_tutor,Q0118,chemistry,easy,Chemical symbol for sodium (variant 8)?,Na,Na,0.805,Na,0.823,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0119,chemistry,easy,Water is composed of which elements (variant 8)?,Hydrogen and oxygen,Hydrogen and oxygen,0.833,Hydrogen and oxygen,0.851,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0120,chemistry,challenge,Avogadro's number is approximately (variant 8)?,6.02×10^23,9.81,0.874,9.81,0.874,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
rag_only_tutor,Q0121,biology,easy,DNA stands for?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.715,Deoxyribonucleic acid,0.733,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0122,biology,easy,Basic unit of life?,Cell,Atom,0.858,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0123,biology,easy,Photosynthesis mainly occurs in?,Chloroplast,Chloroplast,0.853,Chloroplast,0.871,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0124,biology,easy,Which molecule carries genetic information?,DNA,DNA,0.729,DNA,0.747,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0125,biology,medium,Humans typically have how many chromosomes?,46,23,0.774,23,0.774,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0126,biology,easy,DNA stands for (variant 2)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.702,Deoxyribonucleic acid,0.72,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0127,biology,easy,Basic unit of life (variant 2)?,Cell,Cell,0.74,Cell,0.758,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0128,biology,easy,Photosynthesis mainly occurs in (variant 2)?,Chloroplast,Nucleus,0.825,Nucleus,0.825,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0129,biology,easy,Which molecule carries genetic information (variant 2)?,DNA,Glucose,0.95,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0130,biology,medium,Humans typically have how many chromosomes (variant 2)?,46,23,0.664,ABSTAIN,0.464,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0131,biology,easy,DNA stands for (variant 3)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.99,Deoxyribonucleic acid,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0132,biology,easy,Basic unit of life (variant 3)?,Cell,Cell,0.791,Cell,0.809,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0133,biology,easy,Photosynthesis mainly occurs in (variant 3)?,Chloroplast,Chloroplast,0.891,Chloroplast,0.909,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0134,biology,easy,Which molecule carries genetic information (variant 3)?,DNA,DNA,0.946,DNA,0.964,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0135,biology,medium,Humans typically have how many chromosomes (variant 3)?,46,46,0.83,46,0.848,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0136,biology,easy,DNA stands for (variant 4)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.763,Deoxyribonucleic acid,0.781,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0137,biology,easy,Basic unit of life (variant 4)?,Cell,Cell,0.72,Cell,0.738,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0138,biology,easy,Photosynthesis mainly occurs in (variant 4)?,Chloroplast,ABSTAIN,0.277,ABSTAIN,0.277,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0139,biology,easy,Which molecule carries genetic information (variant 4)?,DNA,DNA,0.808,DNA,0.826,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0140,biology,medium,Humans typically have how many chromosomes (variant 4)?,46,ABSTAIN,0.499,ABSTAIN,0.499,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0141,biology,easy,DNA stands for (variant 5)?,Deoxyribonucleic acid,Double nitrogen acid,0.743,ABSTAIN,0.543,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0142,biology,easy,Basic unit of life (variant 5)?,Cell,ABSTAIN,0.294,ABSTAIN,0.294,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0143,biology,easy,Photosynthesis mainly occurs in (variant 5)?,Chloroplast,Chloroplast,0.745,Chloroplast,0.763,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0144,biology,easy,Which molecule carries genetic information (variant 5)?,DNA,Protein,0.865,Protein,0.865,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
rag_only_tutor,Q0145,biology,medium,Humans typically have how many chromosomes (variant 5)?,46,46,0.689,46,0.707,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0146,biology,easy,DNA stands for (variant 6)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.747,Deoxyribonucleic acid,0.765,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0147,biology,easy,Basic unit of life (variant 6)?,Cell,Organ,0.693,ABSTAIN,0.493,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0148,biology,easy,Photosynthesis mainly occurs in (variant 6)?,Chloroplast,Chloroplast,0.732,Chloroplast,0.75,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0149,biology,easy,Which molecule carries genetic information (variant 6)?,DNA,DNA,0.74,DNA,0.758,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0150,biology,medium,Humans typically have how many chromosomes (variant 6)?,46,46,0.858,46,0.876,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0151,biology,easy,DNA stands for (variant 7)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.687,Deoxyribonucleic acid,0.705,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0152,biology,easy,Basic unit of life (variant 7)?,Cell,Atom,0.676,Atom,0.676,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
rag_only_tutor,Q0153,biology,easy,Photosynthesis mainly occurs in (variant 7)?,Chloroplast,Chloroplast,0.695,Chloroplast,0.713,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0154,biology,easy,Which molecule carries genetic information (variant 7)?,DNA,DNA,0.779,DNA,0.797,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0155,biology,medium,Humans typically have how many chromosomes (variant 7)?,46,ABSTAIN,0.539,ABSTAIN,0.539,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0156,biology,easy,DNA stands for (variant 8)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.671,Deoxyribonucleic acid,0.689,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0157,biology,easy,Basic unit of life (variant 8)?,Cell,Cell,0.573,Cell,0.591,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0158,biology,easy,Photosynthesis mainly occurs in (variant 8)?,Chloroplast,Mitochondria,0.731,ABSTAIN,0.531,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0159,biology,easy,Which molecule carries genetic information (variant 8)?,DNA,DNA,0.743,DNA,0.761,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0160,biology,medium,Humans typically have how many chromosomes (variant 8)?,46,23,0.769,ABSTAIN,0.569,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0161,history,easy,Who was the first President of the United States?,George Washington,ABSTAIN,0.378,ABSTAIN,0.378,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0162,history,easy,World War II ended in which year?,1945,ABSTAIN,0.403,ABSTAIN,0.403,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0163,history,medium,The Renaissance began in which region?,Italy,Italy,0.725,Italy,0.743,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0164,history,easy,The Great Wall is associated with which country?,China,China,0.722,China,0.74,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0165,history,easy,The printing press is closely associated with?,Gutenberg,ABSTAIN,0.272,ABSTAIN,0.272,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0166,history,easy,Who was the first President of the United States (variant 2)?,George Washington,George Washington,0.765,George Washington,0.783,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0167,history,easy,World War II ended in which year (variant 2)?,1945,1945,0.825,1945,0.843,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0168,history,medium,The Renaissance began in which region (variant 2)?,Italy,Italy,0.697,Italy,0.715,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0169,history,easy,The Great Wall is associated with which country (variant 2)?,China,China,0.903,China,0.921,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0170,history,easy,The printing press is closely associated with (variant 2)?,Gutenberg,Newton,0.865,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0171,history,easy,Who was the first President of the United States (variant 3)?,George Washington,George Washington,0.77,George Washington,0.788,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0172,history,easy,World War II ended in which year (variant 3)?,1945,1945,0.773,1945,0.791,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0173,history,medium,The Renaissance began in which region (variant 3)?,Italy,Italy,0.798,Italy,0.816,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0174,history,easy,The Great Wall is associated with which country (variant 3)?,China,China,0.799,China,0.817,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0175,history,easy,The printing press is closely associated with (variant 3)?,Gutenberg,Galileo,0.821,Galileo,0.821,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0176,history,easy,Who was the first President of the United States (variant 4)?,George Washington,Thomas Jefferson,0.844,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0177,history,easy,World War II ended in which year (variant 4)?,1945,1945,0.772,1945,0.79,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0178,history,medium,The Renaissance began in which region (variant 4)?,Italy,Italy,0.99,Italy,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0179,history,easy,The Great Wall is associated with which country (variant 4)?,China,China,0.821,China,0.839,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0180,history,easy,The printing press is closely associated with (variant 4)?,Gutenberg,Edison,0.734,Edison,0.734,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
rag_only_tutor,Q0181,history,easy,Who was the first President of the United States (variant 5)?,George Washington,Thomas Jefferson,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0182,history,easy,World War II ended in which year (variant 5)?,1945,1945,0.834,1945,0.852,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0183,history,medium,The Renaissance began in which region (variant 5)?,Italy,France,0.539,France,0.539,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
rag_only_tutor,Q0184,history,easy,The Great Wall is associated with which country (variant 5)?,China,China,0.732,China,0.75,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0185,history,easy,The printing press is closely associated with (variant 5)?,Gutenberg,Gutenberg,0.786,Gutenberg,0.804,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0186,history,easy,Who was the first President of the United States (variant 6)?,George Washington,George Washington,0.822,George Washington,0.84,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0187,history,easy,World War II ended in which year (variant 6)?,1945,1945,0.866,1945,0.884,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0188,history,medium,The Renaissance began in which region (variant 6)?,Italy,Italy,0.577,Italy,0.595,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0189,history,easy,The Great Wall is associated with which country (variant 6)?,China,China,0.83,China,0.848,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0190,history,easy,The printing press is closely associated with (variant 6)?,Gutenberg,Gutenberg,0.731,Gutenberg,0.749,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0191,history,easy,Who was the first President of the United States (variant 7)?,George Washington,George Washington,0.753,George Washington,0.771,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0192,history,easy,World War II ended in which year (variant 7)?,1945,1945,0.895,1945,0.913,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0193,history,medium,The Renaissance began in which region (variant 7)?,Italy,France,0.773,France,0.773,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0194,history,easy,The Great Wall is associated with which country (variant 7)?,China,Japan,0.64,ABSTAIN,0.44,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0195,history,easy,The printing press is closely associated with (variant 7)?,Gutenberg,Newton,0.796,Newton,0.796,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0196,history,easy,Who was the first President of the United States (variant 8)?,George Washington,George Washington,0.789,George Washington,0.807,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0197,history,easy,World War II ended in which year (variant 8)?,1945,1945,0.797,1945,0.815,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0198,history,medium,The Renaissance began in which region (variant 8)?,Italy,ABSTAIN,0.473,ABSTAIN,0.473,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0199,history,easy,The Great Wall is associated with which country (variant 8)?,China,China,0.94,China,0.958,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0200,history,easy,The printing press is closely associated with (variant 8)?,Gutenberg,Gutenberg,0.89,Gutenberg,0.908,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0201,geography,easy,Largest ocean on Earth?,Pacific,Pacific,0.823,Pacific,0.841,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0202,geography,easy,Capital of Canada?,Ottawa,ABSTAIN,0.375,ABSTAIN,0.375,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0203,geography,medium,The Nile flows into which sea?,Mediterranean Sea,Red Sea,0.754,Red Sea,0.754,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0204,geography,easy,Mount Everest lies in which mountain range?,Himalayas,Himalayas,0.774,Himalayas,0.792,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0205,geography,easy,Sahara is a?,Desert,River,0.73,ABSTAIN,0.53,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0206,geography,easy,Largest ocean on Earth (variant 2)?,Pacific,Pacific,0.666,Pacific,0.684,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0207,geography,easy,Capital of Canada (variant 2)?,Ottawa,Vancouver,0.834,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0208,geography,medium,The Nile flows into which sea (variant 2)?,Mediterranean Sea,Mediterranean Sea,0.814,Mediterranean Sea,0.832,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0209,geography,easy,Mount Everest lies in which mountain range (variant 2)?,Himalayas,Alps,0.756,ABSTAIN,0.556,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0210,geography,easy,Sahara is a (variant 2)?,Desert,Desert,0.849,Desert,0.867,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0211,geography,easy,Largest ocean on Earth (variant 3)?,Pacific,Pacific,0.937,Pacific,0.955,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0212,geography,easy,Capital of Canada (variant 3)?,Ottawa,Ottawa,0.828,Ottawa,0.846,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0213,geography,medium,The Nile flows into which sea (variant 3)?,Mediterranean Sea,Mediterranean Sea,0.67,Mediterranean Sea,0.688,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0214,geography,easy,Mount Everest lies in which mountain range (variant 3)?,Himalayas,Andes,0.775,Andes,0.775,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0215,geography,easy,Sahara is a (variant 3)?,Desert,Desert,0.756,Desert,0.774,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0216,geography,easy,Largest ocean on Earth (variant 4)?,Pacific,Atlantic,0.773,ABSTAIN,0.573,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0217,geography,easy,Capital of Canada (variant 4)?,Ottawa,Toronto,0.829,Toronto,0.829,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0218,geography,medium,The Nile flows into which sea (variant 4)?,Mediterranean Sea,Mediterranean Sea,0.867,Mediterranean Sea,0.885,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0219,geography,easy,Mount Everest lies in which mountain range (variant 4)?,Himalayas,Andes,0.833,Andes,0.833,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0220,geography,easy,Sahara is a (variant 4)?,Desert,Desert,0.794,Desert,0.812,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0221,geography,easy,Largest ocean on Earth (variant 5)?,Pacific,Indian,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0222,geography,easy,Capital of Canada (variant 5)?,Ottawa,Ottawa,0.923,Ottawa,0.941,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0223,geography,medium,The Nile flows into which sea (variant 5)?,Mediterranean Sea,Mediterranean Sea,0.728,Mediterranean Sea,0.746,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0224,geography,easy,Mount Everest lies in which mountain range (variant 5)?,Himalayas,Alps,0.875,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0225,geography,easy,Sahara is a (variant 5)?,Desert,Desert,0.746,Desert,0.764,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0226,geography,easy,Largest ocean on Earth (variant 6)?,Pacific,Pacific,0.749,Pacific,0.767,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0227,geography,easy,Capital of Canada (variant 6)?,Ottawa,Ottawa,0.782,Ottawa,0.8,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0228,geography,medium,The Nile flows into which sea (variant 6)?,Mediterranean Sea,Black Sea,0.854,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0229,geography,easy,Mount Everest lies in which mountain range (variant 6)?,Himalayas,Himalayas,0.868,Himalayas,0.886,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0230,geography,easy,Sahara is a (variant 6)?,Desert,Desert,0.8,Desert,0.818,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0231,geography,easy,Largest ocean on Earth (variant 7)?,Pacific,Pacific,0.725,Pacific,0.743,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0232,geography,easy,Capital of Canada (variant 7)?,Ottawa,Ottawa,0.762,Ottawa,0.78,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0233,geography,medium,The Nile flows into which sea (variant 7)?,Mediterranean Sea,Mediterranean Sea,0.814,Mediterranean Sea,0.832,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0234,geography,easy,Mount Everest lies in which mountain range (variant 7)?,Himalayas,Himalayas,0.73,Himalayas,0.748,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0235,geography,easy,Sahara is a (variant 7)?,Desert,Desert,0.795,Desert,0.813,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0236,geography,easy,Largest ocean on Earth (variant 8)?,Pacific,Pacific,0.837,Pacific,0.855,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0237,geography,easy,Capital of Canada (variant 8)?,Ottawa,Vancouver,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0238,geography,medium,The Nile flows into which sea (variant 8)?,Mediterranean Sea,Arabian Sea,0.928,Arabian Sea,0.928,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
rag_only_tutor,Q0239,geography,easy,Mount Everest lies in which mountain range (variant 8)?,Himalayas,Himalayas,0.796,Himalayas,0.814,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0240,geography,easy,Sahara is a (variant 8)?,Desert,Desert,0.86,Desert,0.878,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0241,computer_science,easy,CPU stands for?,Central Processing Unit,Central Processing Unit,0.728,Central Processing Unit,0.746,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0242,computer_science,easy,Binary uses which digits?,0 and 1,0 to 9,0.915,0 to 9,0.915,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
rag_only_tutor,Q0243,computer_science,easy,What does RAM stand for?,Random Access Memory,Random Access Memory,0.892,Random Access Memory,0.91,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0244,computer_science,easy,HTTP is primarily used for?,Web communication,ABSTAIN,0.418,ABSTAIN,0.418,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0245,computer_science,medium,Which data structure follows FIFO?,Queue,Queue,0.681,Queue,0.699,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0246,computer_science,easy,CPU stands for (variant 2)?,Central Processing Unit,Central Processing Unit,0.695,Central Processing Unit,0.713,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0247,computer_science,easy,Binary uses which digits (variant 2)?,0 and 1,1 and 2,0.948,1 and 2,0.948,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
rag_only_tutor,Q0248,computer_science,easy,What does RAM stand for (variant 2)?,Random Access Memory,Run Active Memory,0.812,Run Active Memory,0.812,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
rag_only_tutor,Q0249,computer_science,easy,HTTP is primarily used for (variant 2)?,Web communication,Image editing,0.697,ABSTAIN,0.497,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0250,computer_science,medium,Which data structure follows FIFO (variant 2)?,Queue,Tree,0.734,Tree,0.734,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
rag_only_tutor,Q0251,computer_science,easy,CPU stands for (variant 3)?,Central Processing Unit,Central Processing Unit,0.887,Central Processing Unit,0.905,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
rag_only_tutor,Q0252,computer_science,easy,Binary uses which digits (variant 3)?,0 and 1,0 to 9,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
rag_only_tutor,Q0253,computer_science,easy,What does RAM stand for (variant 3)?,Random Access Memory,Random Access Memory,0.747,Random Access Memory,0.765,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
